datetime,residential,office,commercial,industrial,367791,31991682,31991685
2022-01-05 09:00:00+00:00,172.7,513.9,724,736,177.7,156.7,176.7
2022-01-05 10:00:00+00:00,155.6,457.6,756.8,797.6,164.6,161.6,159.6
2022-01-05 11:00:00+00:00,156.4,502.2,679.4,754,157.4,160.4,175.4
2022-01-05 12:00:00+00:00,153.2,431.7,653.2,829.2,145.2,156.2,164.2
2022-01-05 13:00:00+00:00,134.8,552.9,716.3,733.4,133.8,132.8,125.8
2022-01-05 14:00:00+00:00,153.7,504.1,700.1,847.8,169.7,143.7,137.7
2022-01-05 15:00:00+00:00,154.6,411.6,770.2,833.5,168.6,168.6,134.6
2022-01-05 16:00:00+00:00,178.7,485,516,757.4,191.7,181.7,159.7
2022-01-05 17:00:00+00:00,152.2,523.2,635.7,796.2,168.2,137.2,134.2
2022-01-05 18:00:00+00:00,157.1,483.3,739.3,765.8,149.1,177.1,142.1
2022-01-05 19:00:00+00:00,153.8,110.9,703.5,823.1,168.8,133.8,136.8
2022-01-05 20:00:00+00:00,142.5,82,752.6,872,134.5,158.5,152.5
2022-01-05 21:00:00+00:00,165.7,87.7,718.3,847.2,149.7,175.7,162.7
2022-01-05 22:00:00+00:00,161.8,66.9,690.6,772.5,143.8,164.8,173.8
2022-01-05 23:00:00+00:00,162.2,120.8,360.6,804.6,173.2,162.2,151.2
2022-01-06 00:00:00+00:00,145.2,93.2,398.6,860.9,163.2,163.2,151.2
2022-01-06 01:00:00+00:00,168.4,109.3,339.2,821,174.4,186.4,181.4
2022-01-06 02:00:00+00:00,140.4,128.4,419.8,840.4,123.4,153.4,160.4
2022-01-06 03:00:00+00:00,160.3,104.4,443.9,826,159.3,167.3,177.3
2022-01-06 04:00:00+00:00,176.4,97.7,427.6,803.1,192.4,177.4,189.4
2022-01-06 05:00:00+00:00,144.6,103.9,432.2,797.2,155.6,160.6,149.6
2022-01-06 06:00:00+00:00,148.9,101.3,729.3,751.6,148.9,167.9,158.9
2022-01-06 07:00:00+00:00,155.6,124.9,647.4,769.4,158.6,154.6,150.6
2022-01-06 08:00:00+00:00,149.6,486.8,800,763.9,139.6,146.6,167.6
2022-01-06 09:00:00+00:00,139.1,484.9,717.2,785.9,127.1,154.1,123.1
2022-01-06 10:00:00+00:00,155.4,526.5,800,804,162.4,150.4,144.4
2022-01-06 11:00:00+00:00,144.1,453.2,713.1,795.7,153.1,134.1,137.1
2022-01-06 12:00:00+00:00,159.5,446.2,682.8,808.6,169.5,159.5,144.5
2022-01-06 13:00:00+00:00,145.6,443.8,796.9,826.6,155.6,131.6,135.6
2022-01-06 14:00:00+00:00,170.3,600,721.1,783.4,163.3,180.3,177.3
2022-01-06 15:00:00+00:00,147,526.5,709.3,829.5,164,158,145
2022-01-06 16:00:00+00:00,151.7,515.2,616,845.5,135.7,157.7,142.7
2022-01-06 17:00:00+00:00,163.1,447.1,746.2,816.6,177.1,172.1,159.1
2022-01-06 18:00:00+00:00,142.7,531.2,665.5,778.2,127.7,137.7,140.7
2022-01-06 19:00:00+00:00,157.3,92.5,668.7,837.9,177.3,173.3,137.3
2022-01-06 20:00:00+00:00,168.1,70.5,665.7,819.3,151.1,158.1,180.1
2022-01-06 21:00:00+00:00,139,80,730.7,824.8,148,147,139
2022-01-06 22:00:00+00:00,157,111.3,592.5,861.4,148,176,151
2022-01-06 23:00:00+00:00,157.8,81.1,349.6,828.4,159.8,150.8,172.8
2022-01-07 00:00:00+00:00,163,132.2,428.8,863,165,175,178
2022-01-07 01:00:00+00:00,142.9,123.8,375.9,794.1,144.9,127.9,135.9
2022-01-07 02:00:00+00:00,142.1,126.7,370.3,782.7,133.1,128.1,143.1
2022-01-07 03:00:00+00:00,160.5,102.5,395.6,846,153.5,171.5,166.5
2022-01-07 04:00:00+00:00,158.3,105.2,345.5,760.6,171.3,145.3,159.3
2022-01-07 05:00:00+00:00,157.9,76.1,390.5,875.5,168.9,168.9,154.9
2022-01-07 06:00:00+00:00,158.9,119.9,584.5,852.1,145.9,155.9,156.9
2022-01-07 07:00:00+00:00,148.6,107.6,753.6,803.5,167.6,137.6,158.6
2022-01-07 08:00:00+00:00,157.8,514.1,666.5,848.1,152.8,174.8,148.8
2022-01-07 09:00:00+00:00,158.4,492.4,663.1,826.5,174.4,157.4,141.4
2022-01-07 10:00:00+00:00,148.4,521.7,622.2,748.4,129.4,157.4,155.4
2022-01-07 11:00:00+00:00,174.2,588.1,752.8,767.3,187.2,164.2,188.2
2022-01-07 12:00:00+00:00,160.4,474.6,686.6,811.4,167.4,160.4,160.4
2022-01-07 13:00:00+00:00,143.7,414.2,677.8,806.4,125.7,158.7,159.7
2022-01-07 14:00:00+00:00,162.3,541.3,707.7,852.3,177.3,182.3,173.3
2022-01-07 15:00:00+00:00,146,584.2,688.1,812.1,163,126,145
2022-01-07 16:00:00+00:00,163.6,519.6,560,749.3,146.6,170.6,168.6
2022-01-07 17:00:00+00:00,167.4,445.6,665.6,778.2,182.4,172.4,180.4
2022-01-07 18:00:00+00:00,147.6,493.8,762.7,829.7,139.6,152.6,137.6
2022-01-07 19:00:00+00:00,165.5,122.5,594.5,727.1,182.5,184.5,167.5
2022-01-07 20:00:00+00:00,160,113.2,623.7,743.5,170,177,166
2022-01-07 21:00:00+00:00,164.2,88.6,670.1,785.1,158.2,178.2,157.2
2022-01-07 22:00:00+00:00,174.9,81.5,649.2,837.1,157.9,169.9,166.9
2022-01-07 23:00:00+00:00,153.6,58.4,396.1,791.3,167.6,135.6,170.6
2022-01-08 00:00:00+00:00,148.5,84.1,340.2,818.4,130.5,166.5,132.5
2022-01-08 01:00:00+00:00,147.2,120.9,300,800.2,144.2,163.2,150.2
2022-01-08 02:00:00+00:00,148,98.9,401.6,794.4,133,144,151
2022-01-08 03:00:00+00:00,155.4,123.3,329.4,773.8,167.4,148.4,136.4
2022-01-08 04:00:00+00:00,159.6,87.6,417.5,833.6,157.6,167.6,157.6
2022-01-08 05:00:00+00:00,159,114.1,407.4,749.8,152,148,149
2022-01-08 06:00:00+00:00,164.5,85.7,800,790.7,179.5,170.5,173.5
2022-01-08 07:00:00+00:00,156.4,80.7,687.1,845.8,142.4,145.4,153.4
2022-01-08 08:00:00+00:00,170.9,600,758,769.4,156.9,189.9,157.9
2022-01-08 09:00:00+00:00,153.7,523.8,800,737.7,147.7,154.7,173.7
2022-01-08 10:00:00+00:00,183.6,492.3,709.8,715.3,164.6,190.6,182.6
2022-01-08 11:00:00+00:00,162.7,570.8,603.9,826.7,161.7,173.7,152.7
2022-01-08 12:00:00+00:00,147.9,592.1,706.4,829.3,136.9,157.9,134.9
2022-01-08 13:00:00+00:00,145.8,492.7,657.2,786.2,140.8,141.8,131.8
2022-01-08 14:00:00+00:00,161.4,517.4,680.8,749.2,168.4,178.4,150.4
2022-01-08 15:00:00+00:00,154.3,450.6,800,794.2,144.3,158.3,159.3
2022-01-08 16:00:00+00:00,163.8,492.6,614.4,847.1,152.8,178.8,147.8
2022-01-08 17:00:00+00:00,161.4,490,721,749.2,154.4,173.4,143.4
2022-01-08 18:00:00+00:00,156,509.2,638.6,842.3,141,155,158
2022-01-08 19:00:00+00:00,148.3,103,678.5,732.2,130.3,134.3,168.3
2022-01-08 20:00:00+00:00,141.6,111.9,752.1,754.5,136.6,123.6,145.6
2022-01-08 21:00:00+00:00,152.3,129.1,722.3,804.4,149.3,133.3,139.3
2022-01-08 22:00:00+00:00,165.4,113.7,684.2,837.9,146.4,164.4,166.4
2022-01-08 23:00:00+00:00,159,124.8,359.4,858.9,170,150,145
2022-01-09 00:00:00+00:00,144.4,79.4,392.3,839.7,152.4,161.4,158.4
2022-01-09 01:00:00+00:00,158.7,93.5,422.5,862.1,166.7,153.7,166.7
2022-01-09 02:00:00+00:00,160.8,108.6,300,807.3,154.8,180.8,146.8
2022-01-09 03:00:00+00:00,148.2,123.2,369,775.1,128.2,134.2,136.2
2022-01-09 04:00:00+00:00,158.6,97.1,408.2,847.4,148.6,151.6,148.6
2022-01-09 05:00:00+00:00,157.7,98.4,396.1,854.5,148.7,165.7,141.7
2022-01-09 06:00:00+00:00,145.7,113.7,721.6,837.2,137.7,160.7,145.7
2022-01-09 07:00:00+00:00,160.7,77.5,782,824.5,155.7,169.7,171.7
2022-01-09 08:00:00+00:00,162.8,493,629.4,855.7,144.8,151.8,177.8
2022-01-09 09:00:00+00:00,168.1,512.8,653.2,813.7,151.1,186.1,155.1
2022-01-09 10:00:00+00:00,167.8,488.6,753.6,799.2,167.8,165.8,169.8
2022-01-09 11:00:00+00:00,143.5,533.4,720.7,829,152.5,158.5,146.5
2022-01-09 12:00:00+00:00,147.9,422.7,689.6,819.1,132.9,144.9,131.9
2022-01-09 13:00:00+00:00,162.5,481.8,524.8,835.4,153.5,142.5,171.5
2022-01-09 14:00:00+00:00,162.5,514.8,669.5,794.7,158.5,161.5,149.5
2022-01-09 15:00:00+00:00,162.6,526.7,617.8,836.4,148.6,178.6,178.6
2022-01-09 16:00:00+00:00,196,574.6,734.5,834.3,210,186,214
2022-01-09 17:00:00+00:00,163.2,480.4,686.6,808.5,164.2,167.2,166.2
2022-01-09 18:00:00+00:00,168.9,574,656,770,174.9,153.9,159.9
2022-01-09 19:00:00+00:00,167.1,103.9,800,849.6,172.1,183.1,183.1
2022-01-09 20:00:00+00:00,164.1,126.3,772.7,751.6,166.1,153.1,171.1
2022-01-09 21:00:00+00:00,154.5,106.9,773.9,761.7,149.5,171.5,160.5
2022-01-09 22:00:00+00:00,165.3,112.5,800,806.7,169.3,171.3,173.3
2022-01-09 23:00:00+00:00,150,131.7,382,700,150,141,156
2022-01-10 00:00:00+00:00,155.4,106.6,337.7,861.7,167.4,173.4,170.4
2022-01-10 01:00:00+00:00,152.9,97.5,406.6,800.6,161.9,172.9,155.9
2022-01-10 02:00:00+00:00,158.6,83.6,401.9,861.6,140.6,151.6,141.6
2022-01-10 03:00:00+00:00,181,140.4,358,872.2,171,175,165
2022-01-10 04:00:00+00:00,139.2,110.5,320.2,793.8,137.2,150.2,132.2
2022-01-10 05:00:00+00:00,164.8,81.1,317.8,854,170.8,176.8,182.8
2022-01-10 06:00:00+00:00,141.8,76.6,706.9,757.6,160.8,154.8,149.8
2022-01-10 07:00:00+00:00,153.3,125.1,759.8,817.3,133.3,167.3,170.3
2022-01-10 08:00:00+00:00,168.9,583.3,719.6,781.1,177.9,167.9,157.9
2022-01-10 09:00:00+00:00,158.7,466.1,765.7,827.9,149.7,173.7,138.7
2022-01-10 10:00:00+00:00,147.3,469.3,800,835.3,133.3,145.3,160.3
2022-01-10 11:00:00+00:00,151,576.2,690,793.6,162,158,168
2022-01-10 12:00:00+00:00,165,477.8,800,821.8,166,149,182
2022-01-10 13:00:00+00:00,150.9,580.1,714.9,837.8,159.9,133.9,139.9
2022-01-10 14:00:00+00:00,160.4,544.6,766.4,807.5,144.4,167.4,167.4
2022-01-10 15:00:00+00:00,158.7,492.3,657.2,900,142.7,152.7,149.7
2022-01-10 16:00:00+00:00,151.8,409.3,800,794.5,152.8,133.8,131.8
2022-01-10 17:00:00+00:00,179.8,499,772.9,866.2,191.8,181.8,168.8
2022-01-10 18:00:00+00:00,164.7,505.1,800,845.8,169.7,174.7,184.7
2022-01-10 19:00:00+00:00,138.2,103.5,703.8,725.6,124.2,139.2,119.2
2022-01-10 20:00:00+00:00,160.3,100,612.1,859.7,144.3,170.3,171.3
2022-01-10 21:00:00+00:00,151.9,69.6,732.2,843,146.9,144.9,156.9
2022-01-10 22:00:00+00:00,167.1,98.9,581.2,804.6,156.1,176.1,177.1
2022-01-10 23:00:00+00:00,150.6,88.5,484.5,814.8,139.6,131.6,166.6
2022-01-11 00:00:00+00:00,157.5,100.2,466.7,819.7,144.5,177.5,174.5
2022-01-11 01:00:00+00:00,163.7,114.5,300,855,166.7,169.7,148.7
2022-01-11 02:00:00+00:00,167.3,129.9,361.5,783.5,187.3,167.3,172.3
2022-01-11 03:00:00+00:00,146.7,118.2,447.1,863.4,134.7,152.7,129.7
2022-01-11 04:00:00+00:00,155.4,85.6,398.9,756.6,158.4,170.4,153.4
2022-01-11 05:00:00+00:00,154,107.4,399.1,729.6,170,163,136
2022-01-11 06:00:00+00:00,152.3,101.3,706,823.7,143.3,157.3,158.3
2022-01-11 07:00:00+00:00,176.5,73.4,707.2,850.4,156.5,189.5,158.5
2022-01-11 08:00:00+00:00,162.9,557.4,632.2,792.8,159.9,159.9,174.9
2022-01-11 09:00:00+00:00,146.3,517.1,616.9,709.4,154.3,143.3,156.3
2022-01-11 10:00:00+00:00,168.1,435.1,666.3,740.4,149.1,161.1,150.1
2022-01-11 11:00:00+00:00,180.2,374,704.5,817.5,199.2,171.2,166.2
2022-01-11 12:00:00+00:00,169.3,507.4,668,799.6,167.3,159.3,169.3
2022-01-11 13:00:00+00:00,143.9,489.3,626.4,851.4,146.9,129.9,129.9
2022-01-11 14:00:00+00:00,154.3,451.2,720.2,802.9,161.3,142.3,163.3
2022-01-11 15:00:00+00:00,171.8,415,737.7,770.4,169.8,171.8,151.8
2022-01-11 16:00:00+00:00,152.1,463.3,708.5,812.4,149.1,165.1,147.1
2022-01-11 17:00:00+00:00,163.6,490.3,660.6,840.6,144.6,182.6,174.6
2022-01-11 18:00:00+00:00,167,533.3,741.6,854,183,178,154
2022-01-11 19:00:00+00:00,150,100.2,686.7,795.6,137,148,164
2022-01-11 20:00:00+00:00,158.7,84.6,616.8,802.7,139.7,144.7,160.7
2022-01-11 21:00:00+00:00,126.9,72.2,772.5,831.2,110.9,130.9,121.9
2022-01-11 22:00:00+00:00,149.1,122.8,724.7,770.1,165.1,165.1,148.1
2022-01-11 23:00:00+00:00,156.9,92.3,418.6,829.5,148.9,155.9,151.9
2022-01-12 00:00:00+00:00,147,103.3,393.6,790.7,158,156,162
2022-01-12 01:00:00+00:00,175.8,105.7,362.6,797,164.8,189.8,183.8
2022-01-12 02:00:00+00:00,145.2,106.4,406,800.1,156.2,128.2,142.2
2022-01-12 03:00:00+00:00,155.2,76.5,417,805.2,168.2,154.2,152.2
2022-01-12 04:00:00+00:00,160.9,66.5,492.5,876.6,154.9,142.9,153.9
2022-01-12 05:00:00+00:00,174,88.2,403.4,781.2,166,178,167
2022-01-12 06:00:00+00:00,145.3,107.9,722.4,783.3,134.3,129.3,134.3
2022-01-12 07:00:00+00:00,171.3,85.4,595.2,857.9,180.3,156.3,153.3
2022-01-12 08:00:00+00:00,159.8,441,712.2,817.8,151.8,151.8,158.8
2022-01-12 09:00:00+00:00,149.9,498.5,582,830.7,136.9,134.9,135.9
2022-01-12 10:00:00+00:00,164.4,519.8,706.8,758.8,174.4,146.4,182.4
2022-01-12 11:00:00+00:00,161.8,501.7,654.3,809.9,169.8,142.8,168.8
2022-01-12 12:00:00+00:00,153.9,567.3,639.4,832.4,172.9,171.9,149.9
2022-01-12 13:00:00+00:00,160.6,538.7,758.4,773,162.6,154.6,157.6
2022-01-12 14:00:00+00:00,156.1,499.6,683.5,825.1,172.1,137.1,176.1
2022-01-12 15:00:00+00:00,161.1,510.8,733.2,791.8,162.1,148.1,141.1
2022-01-12 16:00:00+00:00,166.6,514.8,735.5,774.2,182.6,170.6,186.6
2022-01-12 17:00:00+00:00,175.9,520.2,788.9,840.5,164.9,161.9,157.9
2022-01-12 18:00:00+00:00,147.7,408.7,615.4,845.5,147.7,166.7,166.7
2022-01-12 19:00:00+00:00,181.4,86.8,764.3,805.1,174.4,163.4,186.4
2022-01-12 20:00:00+00:00,140.6,79.7,701.2,818,152.6,134.6,133.6
2022-01-12 21:00:00+00:00,158.7,97.7,673.5,853,145.7,159.7,160.7
2022-01-12 22:00:00+00:00,166.1,79.8,619.6,784.2,149.1,168.1,177.1
2022-01-12 23:00:00+00:00,163.1,100.2,474,813.9,182.1,148.1,180.1
2022-01-13 00:00:00+00:00,154.1,107.1,343.7,784.5,170.1,162.1,144.1
2022-01-13 01:00:00+00:00,158.2,117.1,344.9,759.3,142.2,170.2,175.2
2022-01-13 02:00:00+00:00,155.4,122.6,358,784.2,137.4,135.4,158.4
2022-01-13 03:00:00+00:00,154.5,91.9,401.9,755,140.5,142.5,141.5
2022-01-13 04:00:00+00:00,168.9,110,401.7,817,153.9,159.9,159.9
2022-01-13 05:00:00+00:00,164,109.9,372.3,769.1,167,170,149
2022-01-13 06:00:00+00:00,153.6,106.6,753.4,744.1,138.6,138.6,144.6
2022-01-13 07:00:00+00:00,169.5,90.4,619.9,829.7,178.5,178.5,178.5
2022-01-13 08:00:00+00:00,163.6,494.3,683.7,827.1,176.6,166.6,173.6
2022-01-13 09:00:00+00:00,168.7,425.9,800,786.8,186.7,161.7,152.7
2022-01-13 10:00:00+00:00,166.9,557.6,657.5,828.1,180.9,149.9,163.9
2022-01-13 11:00:00+00:00,152.4,494.9,777.8,767.8,133.4,133.4,163.4
2022-01-13 12:00:00+00:00,155.1,501.9,771.1,785.1,159.1,140.1,161.1
2022-01-13 13:00:00+00:00,168.2,520,775.2,816.3,184.2,172.2,165.2
2022-01-13 14:00:00+00:00,166.9,460.6,611.3,841.4,171.9,178.9,146.9
2022-01-13 15:00:00+00:00,160.6,522.8,736.8,784.7,149.6,162.6,165.6
2022-01-13 16:00:00+00:00,162,481.6,689,776.2,146,144,144
2022-01-13 17:00:00+00:00,173.7,455.2,776.2,839.3,170.7,157.7,160.7
2022-01-13 18:00:00+00:00,155,528.7,584.1,824.5,147,160,171
2022-01-13 19:00:00+00:00,166.4,117.8,725.7,805.9,186.4,161.4,180.4
2022-01-13 20:00:00+00:00,159,96.8,715.8,847.2,166,176,168
2022-01-13 21:00:00+00:00,158.9,72.3,560.7,877.9,146.9,146.9,160.9
2022-01-13 22:00:00+00:00,172.1,95.8,638,814.6,185.1,184.1,165.1
2022-01-13 23:00:00+00:00,169.4,98,375.2,776.4,186.4,150.4,153.4
2022-01-14 00:00:00+00:00,169.3,75.4,418,819.9,171.3,166.3,156.3
2022-01-14 01:00:00+00:00,174.2,107.3,435.8,767.2,192.2,161.2,176.2
2022-01-14 02:00:00+00:00,161.4,105.6,344.7,849.7,159.4,147.4,179.4
2022-01-14 03:00:00+00:00,168.1,108.9,430.2,771.9,168.1,181.1,182.1
2022-01-14 04:00:00+00:00,158.2,105.6,348.9,792.3,149.2,144.2,144.2
2022-01-14 05:00:00+00:00,164.5,114.6,403.7,766.5,153.5,144.5,168.5
2022-01-14 06:00:00+00:00,160,96.4,698.7,807.3,159,162,151
2022-01-14 07:00:00+00:00,162.3,104,702.4,808.7,163.3,180.3,148.3
