,shower,bath,medium,small,Total_m3,Energy_Wh
2019-01-01 11:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-01 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-01 12:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-01 12:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-01 12:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-01 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-01 13:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-01 13:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-01 13:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-01 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-01 14:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-01 14:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-01 14:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-01 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-01 15:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-01 15:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-01 15:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-01 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-01 16:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-01 16:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-01 16:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-01 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-01 17:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-01 17:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-01 17:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-01 18:00:00,0.0,0.0,6.66705541140329,0.0,6.66705541140329,387615.19377964124
2019-01-01 18:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-01 18:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-01 18:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-01 19:00:00,0.0,0.0,4.856853567737826,0.0,4.856853567737826,282372.06992431305
2019-01-01 19:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-01 19:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-01 19:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-01 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-01 20:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-01 20:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-01 20:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-01 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-01 21:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-01 21:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-01 21:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-01 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-01 22:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-01 22:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-01 22:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-01 23:00:00,0.0,0.0,5.1651651891786825,0.0,5.1651651891786825,300296.9650264162
2019-01-01 23:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-01 23:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-01 23:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-02 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-02 00:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-02 00:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-02 00:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-02 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-02 01:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-02 01:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-02 01:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-02 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-02 02:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-02 02:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-02 02:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-02 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-02 03:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-02 03:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-02 03:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-02 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-02 04:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-02 04:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-02 04:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-02 05:00:00,0.0,0.0,0.0,4.1711156299405,4.1711156299405,242504.02815181852
2019-01-02 05:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-02 05:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-02 05:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-02 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-02 06:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-02 06:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-02 06:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-02 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-02 07:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-02 07:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-02 07:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-02 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-02 08:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-02 08:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-02 08:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-02 09:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-02 09:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-02 09:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-02 09:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-02 10:00:00,0.0,0.0,0.0,1.561738755052366,1.561738755052366,90797.75595346118
2019-01-02 10:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-02 10:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-02 10:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-02 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-02 11:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-02 11:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-02 11:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-02 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-02 12:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-02 12:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-02 12:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-02 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-02 13:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-02 13:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-02 13:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-02 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-02 14:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-02 14:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-02 14:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-02 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-02 15:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-02 15:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-02 15:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-02 16:00:00,0.0,0.0,7.489774996739941,0.0,7.489774996739941,435447.1963382416
2019-01-02 16:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-02 16:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-02 16:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-02 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-02 17:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-02 17:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-02 17:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-02 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-02 18:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-02 18:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-02 18:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-02 19:00:00,9.249202104369104,0.0,0.0,0.0,9.249202104369104,537738.3334567926
2019-01-02 19:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-02 19:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-02 19:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-02 20:00:00,0.0,0.0,0.0,0.05599401605010255,0.05599401605010255,3255.429877579573
2019-01-02 20:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-02 20:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-02 20:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-02 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-02 21:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-02 21:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-02 21:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-02 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-02 22:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-02 22:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-02 22:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-02 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-02 23:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-02 23:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-02 23:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-03 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-03 00:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-03 00:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-03 00:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-03 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-03 01:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-03 01:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-03 01:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-03 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-03 02:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-03 02:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-03 02:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-03 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-03 03:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-03 03:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-03 03:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-03 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-03 04:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-03 04:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-03 04:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-03 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-03 05:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-03 05:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-03 05:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-03 06:00:00,0.0,0.0,0.0,0.253280239788816,0.253280239788816,14725.431718833108
2019-01-03 06:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-03 06:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-03 06:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-03 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-03 07:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-03 07:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-03 07:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-03 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-03 08:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-03 08:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-03 08:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-03 09:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-03 09:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-03 09:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-03 09:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-03 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-03 10:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-03 10:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-03 10:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-03 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-03 11:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-03 11:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-03 11:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-03 12:00:00,0.0,0.0,9.66732030987772,0.0,9.66732030987772,562047.2613492797
2019-01-03 12:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-03 12:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-03 12:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-03 13:00:00,0.0,0.0,7.834862765886404,0.0,7.834862765886404,455510.21580556233
2019-01-03 13:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-03 13:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-03 13:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-03 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-03 14:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-03 14:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-03 14:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-03 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-03 15:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-03 15:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-03 15:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-03 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-03 16:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-03 16:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-03 16:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-03 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-03 17:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-03 17:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-03 17:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-03 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-03 18:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-03 18:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-03 18:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-03 19:00:00,9.802308020195085,0.0,0.0,0.0,9.802308020195085,569895.2968407866
2019-01-03 19:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-03 19:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-03 19:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-03 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-03 20:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-03 20:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-03 20:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-03 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-03 21:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-03 21:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-03 21:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-03 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-03 22:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-03 22:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-03 22:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-03 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-03 23:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-03 23:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-03 23:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-04 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-04 00:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-04 00:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-04 00:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-04 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-04 01:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-04 01:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-04 01:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-04 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-04 02:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-04 02:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-04 02:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-04 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-04 03:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-04 03:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-04 03:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-04 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-04 04:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-04 04:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-04 04:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-04 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-04 05:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-04 05:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-04 05:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-04 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-04 06:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-04 06:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-04 06:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-04 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-04 07:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-04 07:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-04 07:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-04 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-04 08:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-04 08:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-04 08:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-04 09:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-04 09:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-04 09:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-04 09:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-04 10:00:00,0.0,0.0,2.1158494159866015,0.0,2.1158494159866015,123013.13410166545
2019-01-04 10:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-04 10:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-04 10:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-04 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-04 11:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-04 11:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-04 11:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-04 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-04 12:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-04 12:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-04 12:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-04 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-04 13:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-04 13:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-04 13:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-04 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-04 14:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-04 14:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-04 14:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-04 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-04 15:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-04 15:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-04 15:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-04 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-04 16:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-04 16:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-04 16:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-04 17:00:00,0.0,0.0,0.0,1.4910499070512868,1.4910499070512868,86687.98487384286
2019-01-04 17:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-04 17:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-04 17:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-04 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-04 18:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-04 18:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-04 18:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-04 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-04 19:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-04 19:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-04 19:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-04 20:00:00,0.0,13.194601977200515,0.0,0.0,13.194601977200515,767119.4982855744
2019-01-04 20:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-04 20:30:00,0.0,0.0,0.0,0.0,0.0,0.0
