datetime,temp_out,solar_ghi
2022-01-07 12:00:00+00:00,2.257,149.0
2022-01-07 13:00:00+00:00,1.8069999,81.0
2022-01-07 14:00:00+00:00,1.457,58.0
2022-01-07 15:00:00+00:00,1.007,20.0
2022-01-07 16:00:00+00:00,0.507,1.0
2022-01-07 17:00:00+00:00,0.10700002,0.0
2022-01-07 18:00:00+00:00,0.60700005,0.0
2022-01-07 19:00:00+00:00,1.307,0.0
2022-01-07 20:00:00+00:00,1.5569999,0.0
2022-01-07 21:00:00+00:00,1.5569999,0.0
2022-01-07 22:00:00+00:00,1.457,0.0
2022-01-07 23:00:00+00:00,1.757,0.0
2022-01-08 00:00:00+00:00,1.6070001,0.0
2022-01-08 01:00:00+00:00,1.057,0.0
2022-01-08 02:00:00+00:00,1.5569999,0.0
2022-01-08 03:00:00+00:00,0.20700002,0.0
2022-01-08 04:00:00+00:00,0.10700002,0.0
2022-01-08 05:00:00+00:00,0.507,0.0
2022-01-08 06:00:00+00:00,0.45700002,0.0
2022-01-08 07:00:00+00:00,0.757,0.0
2022-01-08 08:00:00+00:00,0.90700006,2.0
2022-01-08 09:00:00+00:00,0.857,21.0
2022-01-08 10:00:00+00:00,1.257,53.0
2022-01-08 11:00:00+00:00,2.257,135.0
2022-01-08 12:00:00+00:00,1.4070001,230.0
2022-01-08 13:00:00+00:00,1.6070001,159.0
2022-01-08 14:00:00+00:00,1.3570001,140.0
2022-01-08 15:00:00+00:00,1.1070001,54.0
2022-01-08 16:00:00+00:00,-0.693,6.0
2022-01-08 17:00:00+00:00,-2.493,0.0
2022-01-08 18:00:00+00:00,-1.8930001,0.0
2022-01-08 19:00:00+00:00,-0.943,0.0
2022-01-08 20:00:00+00:00,-0.743,0.0
2022-01-08 21:00:00+00:00,-0.44299996,0.0
2022-01-08 22:00:00+00:00,0.35700002,0.0
2022-01-08 23:00:00+00:00,0.857,0.0
2022-01-09 00:00:00+00:00,0.80700004,0.0
2022-01-09 01:00:00+00:00,1.1070001,0.0
2022-01-09 02:00:00+00:00,1.307,0.0
2022-01-09 03:00:00+00:00,1.3570001,0.0
2022-01-09 04:00:00+00:00,1.4070001,0.0
2022-01-09 05:00:00+00:00,1.8069999,0.0
2022-01-09 06:00:00+00:00,2.907,0.0
2022-01-09 07:00:00+00:00,3.6069999,0.0
2022-01-09 08:00:00+00:00,2.907,3.0
2022-01-09 09:00:00+00:00,2.357,16.0
2022-01-09 10:00:00+00:00,2.307,23.0
2022-01-09 11:00:00+00:00,2.707,45.0
2022-01-09 12:00:00+00:00,3.1069999,84.0
2022-01-09 13:00:00+00:00,3.057,73.0
2022-01-09 14:00:00+00:00,3.257,84.0
2022-01-09 15:00:00+00:00,2.8569999,58.0
2022-01-09 16:00:00+00:00,1.707,6.0
2022-01-09 17:00:00+00:00,1.207,0.0
2022-01-09 18:00:00+00:00,0.35700002,0.0
2022-01-09 19:00:00+00:00,-0.092999995,0.0
2022-01-09 20:00:00+00:00,-0.843,0.0
2022-01-09 21:00:00+00:00,-0.64299995,0.0
2022-01-09 22:00:00+00:00,-0.042999983,0.0
2022-01-09 23:00:00+00:00,-0.24299997,0.0
2022-01-10 00:00:00+00:00,-1.1930001,0.0
2022-01-10 01:00:00+00:00,-0.993,0.0
2022-01-10 02:00:00+00:00,-0.29299998,0.0
2022-01-10 03:00:00+00:00,-0.14299995,0.0
2022-01-10 04:00:00+00:00,-0.743,0.0
2022-01-10 05:00:00+00:00,-0.743,0.0
2022-01-10 06:00:00+00:00,-0.092999995,0.0
2022-01-10 07:00:00+00:00,-0.743,0.0
2022-01-10 08:00:00+00:00,0.35700002,13.0
2022-01-10 09:00:00+00:00,1.4070001,58.0
2022-01-10 10:00:00+00:00,2.057,97.0
2022-01-10 11:00:00+00:00,2.507,129.0
2022-01-10 12:00:00+00:00,3.807,125.0
2022-01-10 13:00:00+00:00,4.057,181.0
2022-01-10 14:00:00+00:00,3.8569999,133.0
2022-01-10 15:00:00+00:00,2.807,62.0
2022-01-10 16:00:00+00:00,2.557,3.0
2022-01-10 17:00:00+00:00,2.8569999,0.0
2022-01-10 18:00:00+00:00,2.957,0.0
2022-01-10 19:00:00+00:00,2.907,0.0
2022-01-10 20:00:00+00:00,1.6570001,0.0
2022-01-10 21:00:00+00:00,0.15700004,0.0
2022-01-10 22:00:00+00:00,0.90700006,0.0
2022-01-10 23:00:00+00:00,0.80700004,0.0
2022-01-11 00:00:00+00:00,-0.19299996,0.0
2022-01-11 01:00:00+00:00,0.30700004,0.0
2022-01-11 02:00:00+00:00,1.457,0.0
2022-01-11 03:00:00+00:00,1.6570001,0.0
2022-01-11 04:00:00+00:00,1.8570001,0.0
2022-01-11 05:00:00+00:00,1.957,0.0
2022-01-11 06:00:00+00:00,1.6570001,0.0
2022-01-11 07:00:00+00:00,1.4070001,0.0
2022-01-11 08:00:00+00:00,1.957,7.0
2022-01-11 09:00:00+00:00,2.557,31.0
2022-01-11 10:00:00+00:00,3.257,73.0
2022-01-11 11:00:00+00:00,3.757,147.0
2022-01-11 12:00:00+00:00,4.057,157.0
2022-01-11 13:00:00+00:00,4.257,129.0
2022-01-11 14:00:00+00:00,4.107,63.0
2022-01-11 15:00:00+00:00,3.707,31.0
2022-01-11 16:00:00+00:00,2.757,4.0
2022-01-11 17:00:00+00:00,2.407,0.0
2022-01-11 18:00:00+00:00,1.757,0.0
2022-01-11 19:00:00+00:00,1.207,0.0
2022-01-11 20:00:00+00:00,0.707,0.0
2022-01-11 21:00:00+00:00,0.45700002,0.0
2022-01-11 22:00:00+00:00,0.30700004,0.0
2022-01-11 23:00:00+00:00,0.10700002,0.0
2022-01-12 00:00:00+00:00,-1.8429999,0.0
2022-01-12 01:00:00+00:00,-2.043,0.0
2022-01-12 02:00:00+00:00,-2.743,0.0
2022-01-12 03:00:00+00:00,-3.093,0.0
2022-01-12 04:00:00+00:00,-3.193,0.0
2022-01-12 05:00:00+00:00,-3.043,0.0
2022-01-12 06:00:00+00:00,-3.093,0.0
2022-01-12 07:00:00+00:00,-3.093,0.0
2022-01-12 08:00:00+00:00,-2.293,14.0
2022-01-12 09:00:00+00:00,-1.0929999,67.0
2022-01-12 10:00:00+00:00,0.10700002,143.0
2022-01-12 11:00:00+00:00,1.257,263.0
2022-01-12 12:00:00+00:00,0.60700005,225.0
2022-01-12 13:00:00+00:00,1.3570001,188.0
2022-01-12 14:00:00+00:00,1.5569999,100.0
2022-01-12 15:00:00+00:00,1.507,50.0
2022-01-12 16:00:00+00:00,0.65700006,8.0
2022-01-12 17:00:00+00:00,0.55700004,0.0
2022-01-12 18:00:00+00:00,0.80700004,0.0
2022-01-12 19:00:00+00:00,0.90700006,0.0
2022-01-12 20:00:00+00:00,0.857,0.0
2022-01-12 21:00:00+00:00,0.857,0.0
2022-01-12 22:00:00+00:00,0.80700004,0.0
2022-01-12 23:00:00+00:00,0.707,0.0
2022-01-13 00:00:00+00:00,-0.44299996,0.0
2022-01-13 01:00:00+00:00,-0.39299995,0.0
2022-01-13 02:00:00+00:00,-0.24299997,0.0
2022-01-13 03:00:00+00:00,-0.19299996,0.0
2022-01-13 04:00:00+00:00,-0.24299997,0.0
2022-01-13 05:00:00+00:00,-0.29299998,0.0
2022-01-13 06:00:00+00:00,-0.29299998,0.0
2022-01-13 07:00:00+00:00,-0.44299996,0.0
2022-01-13 08:00:00+00:00,-0.24299997,12.0
2022-01-13 09:00:00+00:00,0.507,89.0
2022-01-13 10:00:00+00:00,1.507,179.0
2022-01-13 11:00:00+00:00,2.507,224.0
2022-01-13 12:00:00+00:00,1.6570001,241.0
2022-01-13 13:00:00+00:00,2.407,194.0
2022-01-13 14:00:00+00:00,2.757,157.0
2022-01-13 15:00:00+00:00,2.157,80.0
2022-01-13 16:00:00+00:00,1.057,10.0
2022-01-13 17:00:00+00:00,-0.39299995,0.0
2022-01-13 18:00:00+00:00,-0.343,0.0
2022-01-13 19:00:00+00:00,-0.7929999,0.0
2022-01-13 20:00:00+00:00,-1.0929999,0.0
2022-01-13 21:00:00+00:00,-1.543,0.0
2022-01-13 22:00:00+00:00,-1.743,0.0
2022-01-13 23:00:00+00:00,-1.993,0.0
2022-01-14 00:00:00+00:00,-2.693,0.0
2022-01-14 01:00:00+00:00,-2.6430001,0.0
2022-01-14 02:00:00+00:00,-2.6430001,0.0
2022-01-14 03:00:00+00:00,-2.743,0.0
2022-01-14 04:00:00+00:00,-2.743,0.0
2022-01-14 05:00:00+00:00,-2.793,0.0
2022-01-14 06:00:00+00:00,-2.743,0.0
2022-01-14 07:00:00+00:00,-2.6430001,0.0
2022-01-14 08:00:00+00:00,-1.8429999,21.0
2022-01-14 09:00:00+00:00,0.15700004,108.0
2022-01-14 10:00:00+00:00,1.8570001,211.0
2022-01-14 11:00:00+00:00,3.407,275.0
2022-01-14 12:00:00+00:00,3.507,299.0
2022-01-14 13:00:00+00:00,4.057,270.0
2022-01-14 14:00:00+00:00,3.757,204.0
2022-01-14 15:00:00+00:00,0.90700006,104.0
2022-01-14 16:00:00+00:00,-1.043,13.0
2022-01-14 17:00:00+00:00,-1.5929999,0.0
2022-01-14 18:00:00+00:00,-1.9430001,0.0
2022-01-14 19:00:00+00:00,0.20700002,0.0
2022-01-14 20:00:00+00:00,-0.89299995,0.0
2022-01-14 21:00:00+00:00,-0.29299998,0.0
2022-01-14 22:00:00+00:00,0.05700004,0.0
2022-01-14 23:00:00+00:00,-0.14299995,0.0
2022-01-15 00:00:00+00:00,0.40700004,0.0
2022-01-15 01:00:00+00:00,0.55700004,0.0
2022-01-15 02:00:00+00:00,-0.39299995,0.0
2022-01-15 03:00:00+00:00,-0.14299995,0.0
2022-01-15 04:00:00+00:00,0.05700004,0.0
2022-01-15 05:00:00+00:00,-0.343,0.0
2022-01-15 06:00:00+00:00,-0.343,0.0
2022-01-15 07:00:00+00:00,-0.092999995,0.0
2022-01-15 08:00:00+00:00,0.10700002,6.0
2022-01-15 09:00:00+00:00,1.007,30.0
2022-01-15 10:00:00+00:00,2.007,62.0
2022-01-15 11:00:00+00:00,2.957,85.0
2022-01-15 12:00:00+00:00,3.707,84.0
2022-01-15 13:00:00+00:00,3.457,88.0
2022-01-15 14:00:00+00:00,3.207,90.0
2022-01-15 15:00:00+00:00,2.207,58.0
2022-01-15 16:00:00+00:00,1.007,8.0
2022-01-15 17:00:00+00:00,1.007,0.0
2022-01-15 18:00:00+00:00,0.65700006,0.0
2022-01-15 19:00:00+00:00,0.30700004,0.0
2022-01-15 20:00:00+00:00,0.55700004,0.0
2022-01-15 21:00:00+00:00,0.65700006,0.0
2022-01-15 22:00:00+00:00,0.60700005,0.0
2022-01-15 23:00:00+00:00,0.60700005,0.0
2022-01-16 00:00:00+00:00,0.15700004,0.0
2022-01-16 01:00:00+00:00,0.15700004,0.0
2022-01-16 02:00:00+00:00,0.20700002,0.0
2022-01-16 03:00:00+00:00,0.30700004,0.0
2022-01-16 04:00:00+00:00,0.30700004,0.0
2022-01-16 05:00:00+00:00,0.007000029,0.0
2022-01-16 06:00:00+00:00,-0.693,0.0
2022-01-16 07:00:00+00:00,-0.64299995,0.0
2022-01-16 08:00:00+00:00,-0.343,8.0
2022-01-16 09:00:00+00:00,-0.44299996,45.0
2022-01-16 10:00:00+00:00,-0.593,64.0
2022-01-16 11:00:00+00:00,-0.24299997,79.0
2022-01-16 12:00:00+00:00,0.30700004,69.0
2022-01-16 13:00:00+00:00,0.55700004,75.0
2022-01-16 14:00:00+00:00,0.857,66.0
2022-01-16 15:00:00+00:00,0.60700005,13.0
2022-01-16 16:00:00+00:00,0.45700002,3.0
2022-01-16 17:00:00+00:00,0.55700004,0.0
2022-01-16 18:00:00+00:00,0.10700002,0.0
2022-01-16 19:00:00+00:00,0.40700004,0.0
2022-01-16 20:00:00+00:00,1.007,0.0
2022-01-16 21:00:00+00:00,1.207,0.0
2022-01-16 22:00:00+00:00,1.1570001,0.0
2022-01-16 23:00:00+00:00,1.307,0.0
2022-01-17 00:00:00+00:00,1.707,0.0
2022-01-17 01:00:00+00:00,1.507,0.0
2022-01-17 02:00:00+00:00,1.6070001,0.0
2022-01-17 03:00:00+00:00,1.6070001,0.0
2022-01-17 04:00:00+00:00,1.8069999,0.0
2022-01-17 05:00:00+00:00,1.9070001,0.0
2022-01-17 06:00:00+00:00,2.007,0.0
2022-01-17 07:00:00+00:00,2.157,0.0
2022-01-17 08:00:00+00:00,2.157,4.0
2022-01-17 09:00:00+00:00,2.307,18.0
2022-01-17 10:00:00+00:00,2.357,38.0
2022-01-17 11:00:00+00:00,2.657,62.0
2022-01-17 12:00:00+00:00,2.8569999,41.0
2022-01-17 13:00:00+00:00,3.207,70.0
2022-01-17 14:00:00+00:00,3.407,33.0
2022-01-17 15:00:00+00:00,3.6069999,14.0
2022-01-17 16:00:00+00:00,3.707,2.0
2022-01-17 17:00:00+00:00,3.657,0.0
2022-01-17 18:00:00+00:00,3.807,0.0
2022-01-17 19:00:00+00:00,3.957,0.0
2022-01-17 20:00:00+00:00,3.907,0.0
2022-01-17 21:00:00+00:00,3.707,0.0
2022-01-17 22:00:00+00:00,3.557,0.0
2022-01-17 23:00:00+00:00,3.257,0.0
2022-01-18 00:00:00+00:00,3.1069999,0.0
2022-01-18 01:00:00+00:00,3.157,0.0
2022-01-18 02:00:00+00:00,3.1069999,0.0
2022-01-18 03:00:00+00:00,2.507,0.0
2022-01-18 04:00:00+00:00,0.957,0.0
2022-01-18 05:00:00+00:00,0.007000029,0.0
2022-01-18 06:00:00+00:00,-0.24299997,0.0
2022-01-18 07:00:00+00:00,0.507,0.0
2022-01-18 08:00:00+00:00,1.257,8.0
2022-01-18 09:00:00+00:00,1.5569999,29.0
2022-01-18 10:00:00+00:00,1.957,50.0
2022-01-18 11:00:00+00:00,2.207,54.0
2022-01-18 12:00:00+00:00,4.057,62.0
2022-01-18 13:00:00+00:00,4.107,54.0
2022-01-18 14:00:00+00:00,4.2070003,49.0
2022-01-18 15:00:00+00:00,4.057,24.0
2022-01-18 16:00:00+00:00,3.557,4.0
2022-01-18 17:00:00+00:00,3.3569999,0.0
2022-01-18 18:00:00+00:00,3.907,0.0
2022-01-18 19:00:00+00:00,3.8569999,0.0
2022-01-18 20:00:00+00:00,2.957,0.0
2022-01-18 21:00:00+00:00,2.507,0.0
2022-01-18 22:00:00+00:00,2.257,0.0
2022-01-18 23:00:00+00:00,1.957,0.0
2022-01-19 00:00:00+00:00,1.9070001,0.0
2022-01-19 01:00:00+00:00,2.307,0.0
2022-01-19 02:00:00+00:00,1.707,0.0
2022-01-19 03:00:00+00:00,1.207,0.0
2022-01-19 04:00:00+00:00,-0.19299996,0.0
2022-01-19 05:00:00+00:00,-0.14299995,0.0
2022-01-19 06:00:00+00:00,-0.343,0.0
2022-01-19 07:00:00+00:00,-0.89299995,0.0
2022-01-19 08:00:00+00:00,-0.44299996,29.0
2022-01-19 09:00:00+00:00,0.857,129.0
2022-01-19 10:00:00+00:00,1.8069999,239.0
2022-01-19 11:00:00+00:00,2.807,310.0
2022-01-19 12:00:00+00:00,1.457,317.0
2022-01-19 13:00:00+00:00,2.007,131.0
2022-01-19 14:00:00+00:00,3.307,124.0
2022-01-19 15:00:00+00:00,3.157,59.0
2022-01-19 16:00:00+00:00,2.457,6.0
2022-01-19 17:00:00+00:00,2.357,0.0
2022-01-19 18:00:00+00:00,2.057,0.0
2022-01-19 19:00:00+00:00,2.307,0.0
2022-01-19 20:00:00+00:00,2.057,0.0
2022-01-19 21:00:00+00:00,2.107,0.0
2022-01-19 22:00:00+00:00,2.307,0.0
2022-01-19 23:00:00+00:00,2.357,0.0
2022-01-20 00:00:00+00:00,1.8570001,0.0
2022-01-20 01:00:00+00:00,1.9070001,0.0
2022-01-20 02:00:00+00:00,1.8570001,0.0
2022-01-20 03:00:00+00:00,2.057,0.0
2022-01-20 04:00:00+00:00,2.257,0.0
2022-01-20 05:00:00+00:00,2.157,0.0
2022-01-20 06:00:00+00:00,1.9070001,0.0
2022-01-20 07:00:00+00:00,1.757,0.0
2022-01-20 08:00:00+00:00,1.707,19.0
2022-01-20 09:00:00+00:00,1.707,29.0
2022-01-20 10:00:00+00:00,1.8069999,35.0
2022-01-20 11:00:00+00:00,2.057,96.0
2022-01-20 12:00:00+00:00,1.5569999,152.0
2022-01-20 13:00:00+00:00,1.957,198.0
2022-01-20 14:00:00+00:00,1.507,181.0
2022-01-20 15:00:00+00:00,1.4070001,107.0
2022-01-20 16:00:00+00:00,0.35700002,22.0
2022-01-20 17:00:00+00:00,-0.19299996,0.0
2022-01-20 18:00:00+00:00,-0.593,0.0
2022-01-20 19:00:00+00:00,-0.19299996,0.0
2022-01-20 20:00:00+00:00,-0.14299995,0.0
2022-01-20 21:00:00+00:00,-0.593,0.0
2022-01-20 22:00:00+00:00,-0.843,0.0
2022-01-20 23:00:00+00:00,-0.943,0.0
2022-01-21 00:00:00+00:00,-1.743,0.0
2022-01-21 01:00:00+00:00,-1.543,0.0
2022-01-21 02:00:00+00:00,-1.4430001,0.0
2022-01-21 03:00:00+00:00,-2.1430001,0.0
2022-01-21 04:00:00+00:00,-2.993,0.0
2022-01-21 05:00:00+00:00,-3.443,0.0
2022-01-21 06:00:00+00:00,-3.743,0.0
2022-01-21 07:00:00+00:00,-3.6430001,0.0
2022-01-21 08:00:00+00:00,-2.943,31.0
2022-01-21 09:00:00+00:00,-1.3429999,102.0
2022-01-21 10:00:00+00:00,-0.5429999,112.0
2022-01-21 11:00:00+00:00,-0.39299995,41.0
2022-01-21 12:00:00+00:00,0.80700004,51.0
2022-01-21 13:00:00+00:00,0.90700006,36.0
2022-01-21 14:00:00+00:00,1.207,32.0
2022-01-21 15:00:00+00:00,1.307,16.0
2022-01-21 16:00:00+00:00,1.057,14.0
2022-01-21 17:00:00+00:00,1.1070001,0.0
2022-01-21 18:00:00+00:00,0.80700004,0.0
2022-01-21 19:00:00+00:00,0.90700006,0.0
2022-01-21 20:00:00+00:00,0.90700006,0.0
2022-01-21 21:00:00+00:00,1.007,0.0
2022-01-21 22:00:00+00:00,1.1570001,0.0
2022-01-21 23:00:00+00:00,1.3570001,0.0
2022-01-22 00:00:00+00:00,1.257,0.0
2022-01-22 01:00:00+00:00,1.5569999,0.0
2022-01-22 02:00:00+00:00,1.9070001,0.0
2022-01-22 03:00:00+00:00,2.357,0.0
2022-01-22 04:00:00+00:00,2.307,0.0
2022-01-22 05:00:00+00:00,2.357,0.0
2022-01-22 06:00:00+00:00,2.307,0.0
2022-01-22 07:00:00+00:00,2.407,0.0
2022-01-22 08:00:00+00:00,2.657,3.0
2022-01-22 09:00:00+00:00,2.807,13.0
2022-01-22 10:00:00+00:00,2.957,20.0
2022-01-22 11:00:00+00:00,3.157,25.0
2022-01-22 12:00:00+00:00,3.307,41.0
2022-01-22 13:00:00+00:00,3.3569999,32.0
2022-01-22 14:00:00+00:00,3.457,26.0
2022-01-22 15:00:00+00:00,3.457,16.0
2022-01-22 16:00:00+00:00,3.457,2.0
2022-01-22 17:00:00+00:00,3.6069999,0.0
2022-01-22 18:00:00+00:00,3.6069999,0.0
2022-01-22 19:00:00+00:00,3.507,0.0
2022-01-22 20:00:00+00:00,3.3569999,0.0
2022-01-22 21:00:00+00:00,3.307,0.0
2022-01-22 22:00:00+00:00,3.307,0.0
2022-01-22 23:00:00+00:00,3.407,0.0
2022-01-23 00:00:00+00:00,3.407,0.0
2022-01-23 01:00:00+00:00,3.207,0.0
2022-01-23 02:00:00+00:00,3.1069999,0.0
2022-01-23 03:00:00+00:00,3.157,0.0
2022-01-23 04:00:00+00:00,3.157,0.0
2022-01-23 05:00:00+00:00,3.1069999,0.0
2022-01-23 06:00:00+00:00,3.057,0.0
2022-01-23 07:00:00+00:00,2.957,0.0
2022-01-23 08:00:00+00:00,3.1069999,7.0
